ISO;Usable?;Continent;Region;Politics;Population;GDP/c PPP 2018;Country;Index-4;Index-3;Index-2;Index-1;Index0;Index0-H-Ind;Index0-En-1-Ind;Index0-En-2-Ind;Index0-En-3-Ind;Index0-En-T-Ind;Index0-Ec-1-Ind;Index0-Ec-2-Ind;Index0-Ec-3-Ind;Index0-Ec-T-Ind;Index0-S-1-Ind;Index0-S-2-Ind;Index0-S-3-Ind;Index0-S-T-Ind;Index0-H-Raw;Index0-En-1-Raw;Index0-En-2-Raw;Index0-En-3-Raw;Index0-Ec-1-Raw;Index0-Ec-2-Raw;Index0-Ec-3-Raw;Index0-S-1-Raw;Index0-S-2-Raw;Index0-S-3-Raw;v2x_libdem;DI adj. for pop., area, and heterogeneity (A =0.1);FSI
KWT;1;Asia;Western Asia;;4137309;73704,59334;Kuwait;37,73344198;38,27638046;38,8112752;38,60291841;37,94077959;1;;44,20328216;1,521722362;22,86250226;30,33333333;100;95,81214121;75,38182485;100;1;88,69225417;63,23075139;1,86344E+12;0;11050,82054;0,022528371;80,9;12,94504692;0,837571757;106,0797423;-135,0878281;0,2713859;0,287;0,024686886;53,2
KGZ;1;Asia;Central Asia;Post-communist;6315800;3877,858025;Kyrgyz Republic;50,12478079;49,9471889;43,21124528;47,6424835;41,08158143;98,93348338;92,46326966;20,96789758;17,15456097;43,52857607;75,66666667;1;1;25,88888889;38,44447019;98,52396972;47,9045;61,62431331;5346877638;-0,001420058;5241,974395;20,2738823;67,3;-12,05362689;22,5130981;38,44447019;48,52396972;1,250292;0,374;0,306693677;76,2
LAO;1;Asia;South-eastern Asia;Post-communist;7061507;7441,279777;Lao PDR;52,2453683;48,41498953;40,59200888;29,25357057;33,82026261;95,68727991;100;100;68,77841688;89,59280563;34,33333333;1;1;12,11111111;42,11740594;1;64,545705;35,88770365;21801247657;0,652827625;39312,71284;55,67347096;79,7;-10,87746171;27,30810484;42,11740594;-94,29687047;0,85090308;0,082;0,340396714;78,7
LVA;1;Europe;Northern Europe;Post-communist;1926542;30692,23567;Latvia;65,91329364;65,12628781;67,51236876;71,90273412;64,47008805;100;100;55,82518765;25,57566945;60,46695237;37,33333333;94,90530595;15,78375048;49,34079659;94,19680327;93,69811847;81,55112;89,81534725;0;0,005341737;13956,29691;12,52174493;78,8;-0,509469405;16,8432499;94,19680327;43,69811847;-0,1383666;0,763;5,167952023;43,9
LBN;1;Asia;Western Asia;;6848925;13058,03859;Lebanon;28,00385913;29,99252593;27,55173034;34,21044183;19,8102045;100;100;23,15909886;12,81173342;45,32361076;3,666666667;1;1;1,888888889;89,02977991;94,87634351;88,52531167;90,81047836;0;0,001048366;5789,774714;2,399941879;88,9;-21,71783486;34,564826;89,02977991;44,87634351;0,27539252;0,288;0,198126022;85
LSO;1;Africa;Sub-Saharan Africa;;2108132;3223,020858;Lesotho;43,40879862;43,26140279;38,19101564;38,48360922;34,05591627;100;;26,03041363;47,38735862;36,70888612;35;45,06136381;54,14451076;44,73529152;17,97855397;1;53,1782825;24,05227882;0;0,000509911;6507,603408;21,27554793;79,5;-5,493863619;9,171097848;17,97855397;-87,64877842;1,12372122;0,421;0,011825578;79,7
LBR;1;Africa;Sub-Saharan Africa;;4818977;1306,321734;Liberia;29,98284819;29,58448249;24,50768081;25,76650875;25,11129715;100;25,95327458;38,31142953;2,552725342;22,27247648;63,66666667;1;1;21,88888889;30,23837948;66,20143993;1;32,4799398;0;-0,137072939;9577,857382;0,632131405;70,9;-10,17169538;102,026003;30,23837948;16,20143993;2,38327312;0,425;0,007966747;90,2
LUX;1;Europe;Western Europe;;607728;111103,1346;Luxembourg;66,13406218;67,22214164;65,87688828;68,58042016;69,87125936;100;100;41,88208797;19,27313998;53,71840932;79;100;88,47773345;89,15924448;100;58,44615612;55,21592;71,22069204;0;0;10470,52199;12,49143577;66,3;5,025763284;2,30445331;108,8495094;8,446156124;-0,3358806;0,765;3,132879804;20,4
MKD;1;Europe;Southern Europe;Post-communist;2082958;16358,66205;Macedonia, FYR;63,20218346;64,78290933;65,88348803;68,75695349;66,27950753;96,37301104;100;31,18987901;40,57107567;57,25365156;81,66666667;86,71638965;59,63773841;76,00693157;76,34756075;67,43832287;58,05510667;67,2803301;18302434333;0;7797,469752;13,4668356;65,5;-1,328361035;8,072452319;76,34756075;17,43832287;-0,3145867;0,36;0,052833858;64,6
MDG;1;Africa;Sub-Saharan Africa;;26262368;1634,15586;Madagascar;43,79195589;47,95132885;46,08895338;53,44763199;51,61562237;100;84,61308697;82,87619303;38,45957554;68,64961851;66;92,67396823;29,76654061;62,81350295;5,266864483;81,99453973;8,408120833;31,88984168;0;-0,005918927;20719,04826;15,91484332;70,2;-0,732603177;14,04669188;5,266864483;31,99453973;2,1982051;0,293;0,034888243;80,9
MWI;1;Africa;Sub-Saharan Africa;;18143315;1308,68358;Malawi;34,59746832;35,23421662;26,12134683;33,04905731;33,61545927;99,98150341;49,22323906;66,80766524;76,69482323;64,24190918;55,66666667;1;1;19,22222222;1;90,28442704;1;30,76147568;92487218,52;-0,064456986;16701,91631;49,5057572;73,3;-16,56064208;35,52064193;26,1582668;40,28442704;2,47162754;0,462;0,008960921;83,3
MYS;1;Asia;South-eastern Asia;;31528585;31698,37147;Malaysia;65,41708101;66,06543444;65,17234215;63,9728844;63,45873736;74,91845689;100;45,96710888;20,41585626;55,46098838;26,66666667;100;56,34056925;61,00241197;92,12917769;54,46882809;90,0335175;78,87717443;1,34446E+11;0,029159795;11491,77722;4,388072629;82;2,968241488;8,731886149;92,12917769;4,468828089;0,23919558;0,292;0,116217831;60,5
MLI;1;Africa;Sub-Saharan Africa;;19077690;2312,569719;Mali;19,79278751;24,30134396;24,56127169;28,56469344;18,31452941;100;89,83015613;63,5125097;50,70394148;68,01553577;72,66666667;37,0796816;1;36,91544942;5,339935826;1;1;2,446645275;0;-0,002585643;15878,12742;24,9978693;68,2;-6,29203184;23,87024971;5,339935826;-65,41212932;3,67128764;0,316;0,01473694;94,5
MRT;1;Africa;Sub-Saharan Africa;;4403319;4189,954615;Mauritania;16,55661898;17,82810694;15,86630555;20,13849945;14,77176995;99,44021625;;16,54109882;31,50820329;24,02465105;77,66666667;1;1;26,55555556;13,16952815;1;1;5,056509383;2802846709;-7,62701E-06;4135,274704;6,343444191;66,7;-19,09968645;29,24247012;13,16952815;-115,0506997;2,53959002;0,165;0,007300968;90,1
MUS;1;Africa;Sub-Saharan Africa;;1265303;23709,10256;Mauritius;43,77914579;44,04308965;47,45601427;52,35442673;48,13395317;100;100;42,75524449;35,19538472;59,31687641;86,66666667;53,35331976;1;47,00666214;61,56089382;12,62432191;45,80288;39,99603191;0;0,003739003;10688,81112;7,620749975;64;-4,664668024;25,87217882;61,56089382;-37,37567809;-0,4064784;0,716;0,035048445;38,9
MEX;1;Americas;Latin America and the Caribbean;;126190788;19887,92283;Mexico;49,52069234;49,27027571;49,02939455;51,75413261;47,74138048;87,87945562;74,66051883;48,54999882;28,15004795;50,45352187;33,33333333;79,51240856;30,63648881;47,82741023;32,87817106;20,94935584;84,10119667;45,97624119;62559571894;-0,016052233;12137,4997;7,210265072;80;-2,048759144;13,87270224;32,87817106;-29,05064416;0,38157128;0,527;0,314355014;69,7
MNG;1;Asia;Eastern Asia;Post-communist;3170208;13735,36664;Mongolia;40,69384024;40,39739906;36,60650824;40,0198331;33,51544947;49,59557459;85,66413041;11,24205428;18,8428943;38,58302633;80,33333333;1;1;27,44444444;28,5746689;33,50055733;56,4168275;39,49735125;2,95759E+11;-0,005137929;2810,513571;2,669533096;65,9;-10,9754254;20,86705283;28,5746689;-16,49944267;1,04599614;0,484;1,14035168;54,1
MAR;1;Africa;Northern Africa;;36029138;8586,6387;Morocco;55,72399448;56,52700541;57,34633472;57,26822462;55,80967689;99,97700402;90,47433188;48,85174545;30,2892806;56,53845264;32,66666667;58,07276353;100;63,57981007;34,71740826;37,56416578;72,796445;48,35933968;114986507,3;-0,002268459;12212,93636;7,266137411;80,2;-4,192723647;-0,000985227;34,71740826;-12,43583422;0,65288532;0,255;0,152061503;73
MOZ;1;Africa;Sub-Saharan Africa;Post-communist;29495962;1327,91651;Mozambique;29,62241395;30,09372233;20,81191686;29,22038339;30,04975502;96,73124974;28,44319695;24,94545483;100;51,12955059;66,66666667;1;1;22,88888889;1;67,90566252;1;23,30188751;16479538885;-0,128009402;6236,363707;56,4999362;70;-32,0816208;28,96655717;1,046443835;17,90566252;2,84407258;0,322;0;88,7
MMR;1;Asia;South-eastern Asia;;53708395;6662,258825;Myanmar;61,18658858;59,5143619;57,29569473;61,36859707;57,64969736;97,37523097;1;100;52,66215788;51,22071929;100;58,86718953;100;86,28906318;41,5480383;1;88,022035;43,52335777;13211111912;-0,38454441;38612,47568;21,8557127;58,2;-4,113281047;-5,10655351;41,5480383;-68,83661579;0,28747116;0,25;0;94,3
NPL;1;Asia;Southern Asia;;28087871;3064,449286;Nepal;78,3007488;79,36251058;75,73632789;81,4108372;77,88262138;99,99774006;100;50,01426364;68,60076156;72,87167506;67;100;100;89;44,89354503;83,15222882;90,47646917;72,84074767;11299750,57;0;12503,56591;40,47440366;69,9;2,459658574;-17,34899047;44,89354503;33,15222882;0,22856474;0,458;0,046933103;84,7
NLD;1;Europe;Western Europe;;17231017;56328,94114;Netherlands;70,25688216;70,54012944;70,24540966;71,16733465;71,49715865;76,54879007;100;54,08087614;27,2153922;60,43208945;54,66666667;100;77,52187852;77,39618173;91,82852339;69,88454032;82,29810667;81,33705679;1,25078E+11;0,002199561;13520,21903;5,629849183;73,6;8,913281195;4,495624296;91,82852339;19,88454032;-0,1327642;0,807;3,621563943;24,8
NZL;1;Oceania;Australia and New Zealand;;4885500;41025,63504;New Zealand;65,4568158;68,42951867;68,89632757;69,51557513;69,99703618;84,582759;100;47,12538617;60,25443377;69,12660665;64;70,70890867;64,04589281;66,25160049;78,32110677;56,57367888;95,475425;76,79007022;80311144988;0,00029284;11781,34654;37,5213264;70,8;-2,929109133;7,190821439;78,32110677;6,573678879;0,1085898;0,805;2,007575499;20,1
NER;1;Africa;Sub-Saharan Africa;;22442948;1048,483199;Niger;35,76037939;36,89230128;32,31276364;38,79028369;34,41180725;99,58295057;;46,30990064;31,40077758;38,85533911;80;1;30,86413889;37,2880463;11,80233361;71,62743876;1;28,14325746;2087425807;-9,01718E-05;11577,47516;7,288448231;66;-16,94604328;13,82717222;11,80233361;21,62743876;4,68491664;0,439;0,01802159;96,2
NGA;1;Africa;Sub-Saharan Africa;;195874740;5980,285413;Nigeria;32,47787335;30,05928381;30,68116021;30,26563509;16,41524958;92,85725638;60,71850695;100;16,40953255;59,04267983;1;100;9,102611849;36,70087062;4,19225625;1;1;2,064085417;36375299280;-0,038575892;26411,25755;4,04841423;89,4;0,088760382;18,17947763;4,19225625;-344,2190861;3,0866498;0,435;1,538817954;98,5
NOR;1;Europe;Northern Europe;Nordic;5314336;65598,75255;Norway;67,85678952;68,29027331;68,04493262;67,62144541;67,76920023;1;100;78,95341024;82,22868416;87,06069813;36,33333333;100;96,08562052;77,47298462;100;85,64797744;90,56616;92,07137915;1,65116E+12;0,002544085;19738,35256;68,27362354;79,1;7,34420333;0,782875896;105,4614872;35,64797744;-0,0707538;0,867;16,90116522;18
OMN;1;Asia;Western Asia;;4829483;41434,64742;Oman;;;;;19,33656687;4,195242488;;33,40440552;1;17,20220276;37,33333333;1;1;13,11111111;99,36261976;1;54,38438167;51,58233381;7,95177E+11;0;8351,101381;0,012154777;78,8;-10,14339614;32,72010759;99,36261976;-92,00376909;1,09477484;0,128;0,005329156;50
PAK;1;Asia;Southern Asia;;212215030;5543,897107;Pakistan;37,13473716;37,58400208;35,99151985;37,87013339;34,16268895;98,46416445;;54,92757433;35,14836851;45,03797142;83,33333333;66,49435556;70,04870824;73,29213238;1,228857466;1;34,0914475;12,10676832;7708891261;-0,001127359;13731,89358;13,79567254;65;-3,350564444;5,990258352;1,228857466;-127,3148129;1,58180526;0,259;1,235704553;94,2
PAN;1;Americas;Latin America and the Caribbean;;4176873;25508,6321;Panama;43,68613246;44,02334622;46,57344728;48,57507401;47,0300526;100;25,70723808;92,78474415;43,5034745;53,99848558;35;7,889880974;100;47,62996032;49,28627124;1;71,04866;40,44497708;0;-0,137985362;23196,18604;16,0423218;79,5;-9,211011903;-5,796831982;49,28627124;-72,53772959;0,69483216;0,608;0,024157536;47
PER;1;Americas;Latin America and the Caribbean;;31989256;14393,4516;Peru;55,55594958;55,65534071;55,01520058;56,54230729;55,28396148;94,25920617;44,85890333;76,6935791;41,0986602;54,21704754;35;69,87362305;47,0388065;50,63747652;64,01912222;42,72083438;79,53833083;62,09276248;29128195008;-0,076013514;19173,39477;23,20104096;79,5;-3,012637695;10,5922387;64,01912222;-7,279165624;0,49108006;0,621;1,443843519;68,2
PHL;1;Asia;South-eastern Asia;;106651922;8935,300183;Philippines;60,9744586;61,64728326;61,99589015;62,24400866;58,01991123;99,24574547;100;79,7150419;35,61555408;71,77686533;24,66666667;100;100;74,88888889;24,49808604;23,07934179;61,55247667;36,37663483;3778410866;0,204082209;19928,76048;13,94287692;82,6;0,560746178;-8,218709636;24,49808604;-26,92065821;0,92274056;0,324;3,96512302;83,1
POL;1;Europe;Eastern Europe;Post-communist;37978548;31342,9738;Poland;56,1620187;57,3455837;60,13741987;62,50676354;63,24558593;87,09851273;100;42,0024408;9,084685764;50,36237552;59,33333333;92,75723005;50,50302513;67,53119617;97,85837897;91,90446371;38,06125333;75,94136534;66734160448;0,021482315;10500,6102;0,702634522;72,2;-0,724276995;9,899394973;97,85837897;41,90446371;-0,4645406;0,548;8,103388897;42,8
PRT;1;Europe;Southern Europe;;10281762;33041,1806;Portugal;55,52907891;59,01804658;61,4340423;62,25217563;61,78717675;100;58,06592735;56,48213619;63,3786547;59,30890608;54,66666667;100;10,1766045;54,94775706;85,24833597;100;31,89496;72,38109866;0;-0,043961661;14120,53405;26,76424752;73,6;0,132022947;17,9646791;85,24833597;51,94205776;-0,5107878;0,812;3,027560653;25,3
QAT;1;Asia;Western Asia;;2781677;126597,6391;Qatar;37,4164851;38,15313775;39,26274964;40,29762748;39,68666881;1;;39,02804559;1;20,0140228;95;100;100;98,33333333;93,8558715;1;95,26073083;63,37220078;4,19823E+12;0;9757,011398;0,008018963;61,5;7,906574652;-8,111649027;93,8558715;-214,5170147;0,11374246;0,087;0,017588072;45,4
ROU;1;Europe;Eastern Europe;Post-communist;19473936;28206,35705;Romania;59,98270625;61,11101258;63,51058183;69,18889936;63,44416377;92,32250096;100;64,45394721;70,04401443;78,16598721;57,33333333;76,61764128;28,15487661;54,03528374;59,60876342;55,75842569;68,20416;61,1904497;39154013612;0,08851229;16113,4868;26,17609578;72,8;-2,338235872;14,36902468;59,60876342;5,758425687;-0,2384688;0,408;1,733240138;47,8
RUS;1;Europe;Eastern Europe;Post-communist;144478050;27147,33358;Russian Federation;52,4662026;53,41573055;53,58067317;55,333353;51,93723213;35,70774322;92,93943654;27,15389195;26,77614124;48,95648991;8,333333333;100;41,13518723;49,82284019;55,87649506;53,66157208;91,558448;67,03217171;4,0244E+11;-0,001246289;6788,472987;7,913483475;87,5;3,713792936;11,77296255;55,87649506;3,661572079;-0,06331164;0,124;2,650932336;74,7
RWA;1;Africa;Sub-Saharan Africa;;12301939;2253,520006;Rwanda;37,53266742;36,33284265;13,52319707;37,16146325;37,97777172;100;100;98,70106488;47,70867312;82,13657933;57,33333333;1;1;19,77777778;1;91,37763545;8,7792825;33,71897265;0;0,052110968;24675,26622;18,23900441;72,8;-11,73696366;24,98405557;4,563442315;41,37763545;2,18929722;0,164;0,025956073;87,5
SAU;1;Asia;Western Asia;;33699947;55119,91466;Saudi Arabia;31,52632247;32,23609139;33,26175982;33,52109118;33,48163355;0,293323698;;45,33928169;1;23,16964085;30;100;79,04796312;69,68265437;95,20351253;1;71,05765;55,75372084;9,45841E+11;0;11334,82042;0;81;1,585641225;4,190407375;95,20351253;-76,62811509;0,6946164;0,04;0,005811541;70,4
SEN;1;Africa;Sub-Saharan Africa;;15854360;3775,868008;Senegal;36,6622965;39,46889088;38,65443495;41,76765692;36,52854006;99,97222569;39,95417431;81,20936369;14,07916446;45,08090082;65;41,20047536;52,26897463;52,82315;19,74702171;40,66019512;1;20,46907227;138881193,7;-0,09013753;20302,34092;1,999260213;70,5;-5,879952464;9,546205075;19,74702171;-9,339804883;2,79050224;0,558;0,174111739;77,2
SLE;1;Africa;Sub-Saharan Africa;;7650154;1603,505074;Sierra Leone;30,72244549;31,79703662;27,01513026;32,26879525;22,34177635;100;100;63,17536956;22,46988029;61,88174995;76,33333333;1;1;26,11111111;11,66560554;1;8,0399275;6,901844347;0;0,356065607;15793,84239;3,59742574;67,1;-12,98627896;40,97104758;11,66560554;-52,89299737;2,20704174;0,385;0,006034569;86,8
SGP;1;Asia;South-eastern Asia;Confucian;5638676;101352,5766;Singapore;61,10011492;;;64,19004394;62,54224663;100;82,57545733;75,15872524;6,805165381;54,84644932;47,33333333;100;100;82,44444444;76,30328043;65,37297996;20,62869333;54,10165124;0;-0,007590367;18789,68131;0,460995835;75,8;17,38137611;-16,40298559;76,30328043;15,37297996;-0,5952848;0,326;11,18967876;28,1
SVK;1;Europe;Eastern Europe;Post-communist;5447011;33917,19896;Slovak Republic;66,39097238;67,66097207;68,70942738;68,69639237;67,49440439;98,99985523;100;44,23977643;58,86547701;67,70175115;100;85,68952495;24,60606753;70,09853083;75,78799481;71,47665818;47,39258667;64,88574655;5013290386;0,002219051;11059,94411;29,28544937;49,8;-1,431047505;15,07878649;75,78799481;21,47665818;-0,3945556;0,711;3,031274764;40,5
SVN;1;Europe;Southern Europe;Post-communist;2067372;38209,06777;Slovenia;73,62618597;74,427195;74,44269697;74,78658646;72,4630372;96,07389925;100;42,82075449;48,9960714;63,93894196;84,66666667;100;38,93522516;74,53396394;71,88818358;100;69,08037333;80,32285231;19827059921;0,007672215;10705,18862;26,84629318;64,6;5,119987412;12,21295497;71,88818358;65,92567797;-0,2318972;0,773;3,239253513;28
ZAF;1;Africa;Sub-Saharan Africa;;57779622;13730,32669;South Africa;38,18224067;36,29150058;36,56484421;35,25833631;36,29355283;79,53444958;100;25,75596694;17,62623724;47,79406806;31,33333333;62,6490536;1,71478809;31,89905834;20,90814499;1;75,4505075;32,45288416;1,08179E+11;0;6438,991734;2,893588466;80,6;-3,73509464;19,65704238;20,90814499;-155,7142187;0,58918782;0,575;1,555655005;71,1
ESP;1;Europe;Southern Europe;;46723749;39915,47099;Spain;68,8021901;70,87289847;71,44472717;73,34157837;72,24130488;99,70062428;100;65,28619317;60,49664111;75,26094476;67,66666667;100;37,07928238;68,24864968;84,87788413;100;35,41962667;73,4325036;1498000615;0,026784778;16321,54829;27,68902543;69,7;1,446003673;12,58414352;84,87788413;51,13946906;-0,4843528;0,742;2,483726881;40,7
LKA;1;Asia;Southern Asia;;21670000;13449,90194;Sri Lanka;73,1722723;73,77865095;68,93641333;73,8818052;71,10017496;100;62,60352771;86,6711203;27,25450006;58,84304936;71;74,51327978;100;81,83775993;44,44879627;95,86812598;83,59868167;74,63853464;0;-0,034962403;21667,78007;16,84506901;68,7;-2,548672022;-5,313555798;44,44879627;45,86812598;0,39363164;0,462;0,17090407;84
SWZ;1;Africa;Sub-Saharan Africa;;1136191;10721,64259;Swaziland;49,80049692;52,52326774;50,94015016;54,22547681;50,24740229;99,19297837;100;49,8876862;56,89936897;68,92901839;41,33333333;100;49,00690222;63,44674518;30,95109227;1;55,181075;29,04405576;4043282199;0,089686313;12471,92155;29,76409203;77,6;15,60796748;10,19861956;30,95109227;-244,2828139;1,0756542;0,156;0,012967081;85,3
SWE;1;Europe;Northern Europe;Nordic;10183175;52725,21746;Sweden;82,85079304;82,68567056;81,95682731;82,52224837;81,12158953;100;100;59,83880492;89,79606218;83,21162236;11,66666667;100;92,17430174;67,94698947;90,02391139;95,67483355;97,55548333;94,41807609;0;0,069641705;14959,70123;67,2250517;86,5;3,389920519;1,565139652;90,02391139;45,67483355;0,0586684;0,865;20,22365919;20,3
CHE;1;Europe;Western Europe;;8516543;68095,7804;Switzerland;74,35936965;74,56806134;77,48573553;78,78876264;77,03581108;100;100;71,34163159;73,64472663;81,66211941;53;100;86,01281081;79,67093694;98,85973578;48,02886727;63,91530667;70,26796991;0;0,030331583;17835,4079;51,51814719;74,1;9,210961103;2,797437839;98,85973578;-1,971132732;-0,2706352;0,838;29,82398039;18,7
TJK;1;Asia;Central Asia;Post-communist;9100837;3443,695541;Tajikistan;;;;;47,0454547;99,35935633;;55,81837322;19,22382811;37,52110067;84,66666667;66,91973387;12,13479951;54,57373335;47,72411239;74,9693734;30,00464333;50,89937637;3208365135;0,000230204;13954,59331;30,38855411;64,6;-3,308026613;17,5730401;47,72411239;24,9693734;1,67988856;0,064;0,409374713;77,7
TZA;1;Africa;Sub-Saharan Africa;;56318348;3227,034211;Tanzania;30,20727396;31,60070385;31,09787048;34,69262938;30,97758756;99,7664858;5,787771878;76,4326768;14,70816704;32,30953857;83,33333333;33,04207347;100;72,1251356;2,35948208;34,92289836;1;12,76079348;1168253391;-0,221898598;19108,1692;11,55285283;65;-6,695792653;-1,038937195;2,35948208;-15,07710164;2,98077554;0,382;0,768736743;80,1
THA;1;Asia;South-eastern Asia;;69428524;19017,73586;Thailand;61,91031337;61,03179279;60,47802135;60,83001802;58,43528393;92,60856775;100;46,38020224;21,85846343;56,07955522;1;100;61,21355045;54,07118348;71,02920431;65,94246403;62,72858667;66,56675167;37666545572;0,018779842;11595,05056;4,163597426;90,2;8,284315776;7,757289911;71,02920431;15,94246403;-0,2795356;0,102;2,879819099;73,1
TGO;1;Africa;Sub-Saharan Africa;;7889094;1761,134743;Togo;31,88242989;29,58135756;24,14315796;28,28771839;28,69748672;100;75,31519504;22,74361797;31,2518084;43,10354047;60,33333333;17,61458974;1;26,31597436;4,960672741;56,30871166;1,236434167;20,83527286;0;-0,01523349;5685,904493;13,9002927;71,9;-8,238541026;26,36018237;4,960672741;6,308711663;2,37032558;0,199;0,045343033;87,4
TUN;1;Africa;Northern Africa;;11565204;12483,51203;Tunisia;46,26794788;45,99531347;43,95477304;45,87755584;44,41328608;97,06409027;100;44,1276564;11,12219814;51,74995151;72,33333333;3,615883596;1;25,64973898;70,18722903;45,42487589;83,2757625;66,29595581;14788904499;0,004312973;11031,9141;1,286566874;68,3;-9,63841164;25,98112967;70,18722903;-4,57512411;0,4013817;0,676;0,080440305;70,1
TUR;1;Asia;Western Asia;;82319724;27892,51696;Turkey;48,1033215;51,09552717;52,99477078;54,41065416;51,60243633;98,04615144;100;53,59017044;36,21797412;63,26938152;9,666666667;57,28176269;58,94855559;41,96566165;59,33335734;7,773042965;88,608305;51,90490177;9817433820;0,019898432;13397,54261;13,5551767;87,1;-4,271823731;8,210288882;59,33335734;-42,22695704;0,27340068;0,139;0,697183707;80,3
UGA;1;Africa;Sub-Saharan Africa;;42723139;2033,287394;Uganda;31,64927263;33,15997837;30,35492295;37,74961455;35,79203282;100;43,81062516;81,26532363;40,81492636;55,29695838;62;34,7683496;1;32,58944987;2,663500943;72,66769676;1;25,44373257;0;-0,078931146;20316,33091;28,83057504;71,4;-6,52316504;27,13217185;2,663500943;22,66769676;3,29661302;0,269;1,46135297;95,3
UKR;1;Europe;Eastern Europe;Post-communist;44622516;9233,150469;Ukraine;40,3819169;42,75340486;45,66657483;48,8168622;50,82744968;91,90526495;100;22,74241031;55,96702696;59,56981243;1;82,88775231;1;28,29591744;82,55399922;100;54,127952;78,89398374;41327663140;0,006273328;5685,602579;21,0783422;95,5;-1,711224769;20,3906922;82,55399922;54,94067763;-0,34404036;0,223;4,31486833;71
GBR;1;Europe;Northern Europe;;66488991;45489,10935;United Kingdom;61,8153638;62,90953271;60,5131856;61,60732242;61,28728021;88,46317375;100;56,75173183;45,83416505;67,52863229;51;55,41836716;22,81844472;43,07893729;68,22809612;74,11637012;99,46037333;80,60161319;59451363564;0,009032955;14187,93296;16,95702079;74,7;-4,458163284;15,43631106;68,22809612;24,11637012;-0,0040472;0,8;3,412243569;36,7
USA;1;Americas;Northern America;;327167434;62641,01457;United States;51,06330135;52,10189523;52,3663825;53,04687371;52,49274893;60,4844059;100;39,44336056;43,75770129;61,06702061;16;77,4717269;33,2011699;42,22429893;78,84198469;3,354633974;99,27282667;60,48981511;2,22283E+11;0,010173239;9860,840139;16,92996979;85,2;-2,25282731;13,35976602;78,84198469;-46,64536603;0,01745216;0,741;17,56144072;38
URY;1;Americas;Latin America and the Caribbean;;3449299;23530,60732;Uruguay;66,50305761;64,44296544;72,55718073;76,59073657;74,53911808;100;100;64,57880911;63,4598036;76,0128709;53;93,52805767;51,56232565;66,03012778;92,25176142;62,69604437;92,59182083;82,51320887;0;0,013358928;16144,70228;46,45030413;74,1;-0,647194233;9,687534869;92,25176142;12,69604437;0,1777963;0,783;1,029352703;34
VNM;1;Asia;South-eastern Asia;Confucian;95540395;7434,679921;Vietnam;73,17303467;74,73756755;71,27659702;71,34544935;70,02560187;95,36554764;100;29,96372006;43,8688165;57,94417885;64;100;76,03166882;80,01055627;58,83051187;71,96143541;92,99047833;74,59414187;23447146131;0,194754388;7490,930016;21,54398355;70,8;2,848324578;4,793666236;58,83051187;21,96143541;0,16822852;0,161;1,24112585;66,1
ZMB;1;Africa;Sub-Saharan Africa;;17351822;4216,457967;Zambia;16,37025495;16,72917721;20,23573458;24,90166434;17,07757428;99,94967457;23,15637522;68,77610353;87,40543433;59,77930436;37,66666667;70,44139983;51,29943362;53,13583337;2,704291697;1;1;1,568097232;251658820,3;-0,147623567;17194,02588;72,54111891;78,7;-2,955860017;9,740113277;2,704291697;-65,39991867;2,80250164;0,244;0,022713224;85,7
ZWE;1;Africa;Sub-Saharan Africa;;14439018;3024,449887;Zimbabwe;21,93380799;28,8233581;23,51080086;30,09498041;30,75949404;98,57606418;1;29,70492886;65,63679825;32,11390904;64,33333333;36,02972091;1;33,78768475;11,54606537;46,97056226;22,12169583;26,87944116;7145206103;-0,306586475;7426,232216;25,95143502;70,7;-6,397027909;41,28669484;11,54606537;-3,029437739;1,8690793;0,205;0,065099298;99,5
